Price,Close,High,Low,Open,Volume
Ticker,PM,PM,PM,PM,PM
Date,,,,,
2021-03-24,69.8321762084961,70.47095531962846,69.18550922705728,69.31957293885604,4296000
2021-03-25,69.94261169433594,70.11610881383466,69.20919588161796,69.8006600526265,3528800
2021-03-26,71.43307495117188,71.54348107494882,69.70599827444578,70.4157562249279,5045500
2021-03-29,71.75640869140625,71.84315722353072,70.7942929836132,71.24380536976604,4433600
2021-03-30,70.46308135986328,71.85893986224305,70.21072361037702,71.76430344992944,3659800
2021-03-31,69.98201751708984,70.35266924632239,69.8400659190153,70.10031151826576,4916000
2021-04-01,69.44576263427734,70.10820548848162,68.87007433738655,69.72966585512441,4647100
2021-04-05,69.87162017822266,70.5182873137729,69.80852923409981,69.80852923409981,3593300
2021-04-06,69.89527130126953,70.21860784742455,69.1381980920001,69.72178024603357,3780100
2021-04-07,69.61925506591797,70.21860693842027,69.19340026308868,69.98990680264066,3354600
2021-04-08,70.53407287597656,70.70756998812215,69.63504785548075,69.80853895094191,5045000
2021-04-09,71.81948852539062,71.85103398825818,70.63656074292564,70.73907898473381,5181100
2021-04-12,72.07186889648438,72.35577213496991,71.63024431069965,71.8826020763886,4366500
2021-04-13,71.5907974243164,71.76429448353923,70.9677879919629,71.06242439245241,5639700
2021-04-14,71.81948852539062,71.99298556282126,71.31477315287344,71.55136111603917,4058600
2021-04-15,72.41885375976562,72.9787722923013,72.07974749170228,72.30844762752946,4333200
2021-04-16,73.27058410644531,73.41252973091581,72.51350467582805,72.89993226472437,4948500
2021-04-19,72.29267883300781,73.6806495073982,72.12706961873654,73.61755856386148,7362900
2021-04-20,74.13015747070312,74.63487295512645,71.14129188897812,71.8352741758894,8163900
2021-04-21,74.27998352050781,75.39193255288195,74.1064864759729,74.13014406992183,5418300
2021-04-22,74.13805389404297,74.70586038368555,73.94089919717729,74.13016602149686,4861000
2021-04-23,74.61121368408203,74.690074348627,73.64121006179826,73.71218887156685,3747100
2021-04-26,74.43771362304688,74.78470775313087,74.13804070313611,74.59543494580353,3157000
2021-04-27,74.5323486328125,74.76104875821048,74.24844544381382,74.50080316551457,4044300
2021-04-28,74.24845123291016,75.13170031938772,74.17747242178498,74.91877591937849,3069500
2021-04-29,74.98973083496094,75.06070962916354,73.98030011011925,74.35095177054617,4701800
2021-04-30,74.91876983642578,75.23421849170516,74.44559986184805,75.21844274976573,5031600
2021-05-03,75.5890884399414,76.13323717648328,75.0370578497411,75.32096101518188,3755000
2021-05-04,74.84780883789062,75.88878535261097,74.60333293278049,75.57333664764161,5339700
2021-05-05,75.26575469970703,75.34461534965477,74.6033120034458,74.76892117334062,4029800
2021-05-06,76.35405731201172,76.48023918378757,75.45503253399853,75.69950238971076,6201100
2021-05-07,76.81936645507812,76.98497569456951,76.00708397088064,76.20423868694436,2718600
2021-05-10,77.33195495605469,77.77358556028544,76.95342131435264,76.9928486429929,4465800
2021-05-11,76.7247085571289,77.64739092612842,76.15690217107297,77.5527545228915,3544000
2021-05-12,75.86511993408203,77.1505723233814,75.77837139185876,76.94552976751879,3828000
2021-05-13,76.92973327636719,77.26883945526068,75.57330856079325,75.6521692035561,4091200
2021-05-14,77.04804992675781,77.72626253712782,77.00073472681504,77.24520461543086,2375100
2021-05-17,76.92973327636719,77.49753351426853,76.89818781592578,76.89818781592578,2251500
2021-05-18,77.04016876220703,77.22154770807023,76.55911083619542,76.8982171444219,3240100
2021-05-19,75.95185089111328,76.7799027781856,75.5811992086463,76.7799027781856,5339000
2021-05-20,76.82723999023438,77.11114323195017,75.79415131529755,75.87301198984443,2582600
2021-05-21,76.82723999023438,77.27675245350375,76.25943350680278,77.0086249567076,3489000
2021-05-24,77.41082763671875,77.67106727926974,76.70106948275192,77.09537889976858,3044000
2021-05-25,76.90611267089844,77.52124046843522,76.25944541196618,77.31619786925629,3371600
2021-05-26,76.74049377441406,77.04805462616848,76.37772984713152,76.83513019675541,2788700
2021-05-27,76.24364471435547,77.11901182131886,75.95185367314023,76.86665411585894,3342700
2021-05-28,76.04649353027344,76.66161508928724,76.00706019272329,76.10169659283409,3746600
2021-06-01,76.322509765625,76.9612889282171,76.1332429797982,76.50389469719255,2717200
2021-06-02,76.34617614746094,76.78780672078854,76.03073347367693,76.66162483792827,4373000
2021-06-03,76.78780364990234,76.89820978464806,75.7704848225884,75.92031828163869,3367300
2021-06-04,77.20577239990234,77.38715133265586,76.86666611618575,77.28463306704228,4471600
2021-06-07,77.72626495361328,77.82090137312467,77.1269190134259,77.35561316471511,4370500
2021-06-08,76.02284240722656,78.03381644317024,75.87300293179733,77.83666177199832,5455500
2021-06-09,76.2988510131836,76.74047551231425,75.89665383479958,76.03072357204928,2555000
2021-06-10,76.92973327636719,76.96916058940792,76.3461512832231,76.3461512832231,3065900
2021-06-11,77.94707489013672,77.96285063458642,77.13479853480237,77.36349869585399,5530600
2021-06-14,79.25616455078125,79.3508009431161,77.89973967739229,78.2309580255411,9309500
2021-06-15,79.22462463378906,79.54796115106079,78.90129413319983,79.1851973134005,4252900
2021-06-16,78.79878234863281,79.61105868086354,78.475451796814,79.54797375490995,7440000
2021-06-17,78.86184692382812,79.38233800153249,78.60160138497595,78.86184692382812,6795600
2021-06-18,78.46754455566406,78.75933558082129,77.45022591932246,78.21518686409202,15687000
2021-06-21,78.98805236816406,79.30349503676698,78.64894608440102,78.86187048737631,11527100
2021-06-22,78.86184692382812,79.48485623652815,78.73566508074292,78.86184692382812,3750600
2021-06-23,78.90130615234375,79.3981337850361,78.81455761091888,78.8776425364869,10206100
2021-06-24,79.04497528076172,79.16470533277959,78.15898142144228,78.15898142144228,5180300
2021-06-25,79.05297088623047,79.14077253169901,78.78956594982483,79.04498725762669,5920500
2021-06-28,78.75765228271484,79.38024145653465,78.59801621907276,79.3004234247136,3933600
2021-06-29,78.17494201660156,78.9811117127502,77.8317191445749,78.9811117127502,3237500
2021-06-30,79.10881805419922,79.26047649910383,78.24676914061881,78.38246033357433,3846700
2021-07-01,79.7314224243164,80.20235901291458,79.14874549893848,79.18865145713335,3614100
2021-07-02,80.05868530273438,80.24226611042909,79.59573233509134,79.81922519127113,2763200
2021-07-06,78.74166870117188,79.86711663589769,78.38247852561992,79.73142541144914,3486800
2021-07-07,78.85340881347656,79.10084644878819,78.41440066399792,78.74166239174077,3567000
2021-07-08,78.51815795898438,79.01303315656405,78.294659058778,78.35851588740839,3498000
2021-07-09,79.34031677246094,79.97886696614776,78.96516541268635,79.31637197753473,5059100
2021-07-12,78.66185760498047,79.31637508070813,78.38248541398053,78.93324007772704,4984500
2021-07-13,77.9913558959961,78.66184048283912,77.71997348232071,78.47026997818514,5129100
2021-07-14,79.46802520751953,79.51592088759756,78.07917227973908,78.22284714052493,2875900
2021-07-15,79.26846313476562,79.44406638802943,78.85340588227912,78.85340588227912,2915900
2021-07-16,78.94121551513672,79.62766134402932,78.88534230067913,79.44407444525513,3122600
2021-07-19,78.16695404052734,78.87734453547223,77.1692138970966,78.7655981265858,4669100
2021-07-20,75.77239990234375,77.39272939577752,74.98219118228836,76.63444910043565,6816200
2021-07-21,77.05746459960938,77.24902899484472,75.995867665261,76.3470741312944,4108000
2021-07-22,77.6162109375,77.64813935754803,76.38699416940659,76.7781127477023,3949000
2021-07-23,78.5421142578125,78.80551914722369,77.6960263787696,78.03127173334894,2204800
2021-07-26,79.05297088623047,79.20462938108057,78.26276216673789,78.28670696282488,3593600
2021-07-27,79.6915054321289,80.0666567362817,78.92524165948033,79.17268537971994,2889300
2021-07-28,78.97314453125,79.79528158863076,78.90130406084971,79.72344111823047,3022100
2021-07-29,80.0506820678711,80.32206444398301,79.10083157203513,79.26047363714989,3273900
2021-07-30,79.89105987548828,80.17840957445036,79.43609053375225,79.89105987548828,3523100
2021-08-02,79.84318542480469,81.03249040502365,79.66758212106939,80.33008327980721,3327400
2021-08-03,80.1704330444336,80.49768870642367,79.52389316877856,80.01079093760112,3052600
2021-08-04,79.41214752197266,80.3460371094119,79.09286939488288,80.17043383502634,2591700
2021-08-05,79.4919662475586,79.92299080955488,79.18067174551526,79.71546520134186,1945100
2021-08-06,79.18864440917969,79.83517811779478,79.00506362043062,79.72343170123717,2515800
2021-08-09,79.1806640625,79.36425094857731,78.68578879430794,79.06094010388787,2029900
2021-08-10,79.78727722167969,80.22628528855938,79.14074360474969,79.43607076817592,2147000
2021-08-11,79.6276626586914,80.25823528353723,79.59573423708511,80.14648885277708,2915200
2021-08-12,79.82719421386719,79.93894062151215,79.24451129709918,79.60370139857726,2899800
2021-08-13,81.08833312988281,81.27990361993342,79.8431553931663,80.08261546086831,2215000
2021-08-16,81.72689819335938,81.7588266118615,80.9446732540885,81.27991251377601,3047600
2021-08-17,81.81470489501953,82.21380101645865,81.21606071286085,81.6550688823333,3911400
2021-08-18,80.57750701904297,81.60717577553407,80.49768901018739,81.27992011230906,2559700
2021-08-19,80.95266723632812,81.13625415757878,79.82721918168738,80.05869569555803,2996900
2021-08-20,80.95266723632812,81.37570821040318,80.50568146594308,80.78504757243374,2114600
2021-08-23,80.4976806640625,81.47945973139261,80.43382382770932,81.19211005752638,2782500
2021-08-24,80.32208251953125,80.42585140763835,79.53985753846571,80.30612135428896,2627700
2021-08-25,80.80897521972656,81.20009377553596,80.02675028755395,80.44979117185264,2213600
2021-08-26,80.81696319580078,81.1282576779697,80.46575666628779,80.83292436090436,1723800
2021-08-27,81.49542236328125,81.7428660861753,80.89677821356608,81.2639458946246,2994400
2021-08-30,82.26968383789062,82.3574854820392,81.25598225052657,81.49543629752101,2371300
2021-08-31,82.21379089355469,82.71664975235099,81.96635327744072,82.23773568353697,3876900
2021-09-01,82.6607894897461,82.70070153911495,81.63910435903018,82.33353382587165,3051500
2021-09-02,84.32101440429688,84.3289980305562,82.93216183157779,83.01197982500346,4366400
2021-09-03,84.68819427490234,84.8079243271913,83.79422287588811,84.16139057044373,2961300
2021-09-07,84.65624237060547,85.01543242782991,83.88199514893962,84.0496208294774,6390600
2021-09-08,82.75656127929688,84.03366748474288,81.69496427207001,83.7942134966908,6060200
2021-09-09,81.8785629272461,82.74858956157422,81.59919685611888,82.43729506950052,4824600
2021-09-10,82.66876220703125,83.77824882815082,82.22177654376665,82.33352295958281,3944000
2021-09-13,81.88654327392578,83.28337976719743,81.47946959477349,82.85236129394487,3780700
2021-09-14,81.38365936279297,82.2137798120502,81.23200092705,81.88651815380948,3155000
2021-09-15,83.0119857788086,83.0518978232453,81.37568939247173,81.50340306289078,5166000
2021-09-16,82.07809448242188,83.01197777081012,81.4475219974346,82.70866696740914,4113700
2021-09-17,81.30386352539062,81.97434209606077,81.21606189022332,81.51139521667008,8748200
2021-09-20,80.60944366455078,80.8568874338889,79.68354370586016,80.35402235631982,6580100
2021-09-21,80.2262954711914,81.5592749129445,80.05069222215128,80.99255921177503,3893900
2021-09-22,80.2262954711914,80.92870237762901,80.06665338582634,80.90475758725498,3768100
2021-09-23,80.97660827636719,81.43956128263345,80.21832800967779,80.59347937373064,4029000
2021-09-24,81.27193450927734,81.479466199037,80.69723511592665,80.89678317807765,3523800
2021-09-27,81.82268524169922,82.2457261391061,81.11229466120024,81.11229466120024,4414900
2021-09-28,79.52783203125,81.8550068822018,79.28542209420756,81.8550068822018,6281700
2021-09-29,80.39244079589844,80.60253434090319,79.44702909072342,79.61671789691655,3172600
2021-09-30,76.5946273803711,80.22274965057305,76.25524977788038,80.13386415969728,7261300
2021-10-01,77.63699340820312,77.81476435945225,76.62693678964791,76.90166923074467,4585000
2021-10-04,77.72591400146484,78.34002426428451,77.09563937310307,77.73399001933677,4091500
