Price,Close,High,Low,Open,Volume
Ticker,EOG,EOG,EOG,EOG,EOG
Date,,,,,
2021-03-24,56.806949615478516,57.53524407111302,55.600956324714346,55.60878911823131,5032500
2021-03-25,57.19849395751953,57.28463674459033,54.66121307156324,55.6401029476681,4176000
2021-03-26,58.63942337036133,58.73339895957796,57.621381373197494,58.294858159240945,4425300
2021-03-29,57.668373107910156,58.6472632081594,56.76779302074664,58.216549174181324,3264000
2021-03-30,57.37078857421875,57.87197979180665,55.906366937868434,56.81477975391563,2614300
2021-03-31,56.799102783203125,57.78582540897598,56.53284761614424,57.26896870868135,3458300
2021-04-01,58.999671936035156,59.16413076036214,56.50938080582801,57.03406456063245,5864000
2021-04-05,56.21961212158203,58.8508689628309,55.46782530617814,58.764726163440514,4173300
2021-04-06,56.6190071105957,58.44365375932411,56.50153910088818,56.75213473341769,3390600
2021-04-07,57.402103424072266,57.60570821192676,56.61899154093169,56.7521191271449,3552300
2021-04-08,56.53286361694336,57.04971448885566,55.5069827175745,57.01056246920822,4445200
2021-04-09,56.20394515991211,57.56656433073503,55.70275396190955,56.9870571536249,4065700
2021-04-12,54.896156311035156,57.4569361910096,54.896156311035156,56.68948371399669,3403700
2021-04-13,55.13109588623047,55.679271994712835,54.277500546254814,54.9039926485245,2229500
2021-04-14,58.04428482055664,58.63944585647387,55.65578995709738,55.80458320341298,4710200
2021-04-15,57.3536376953125,58.5348879270856,56.90476284756469,58.42463838610539,3520900
2021-04-16,55.52662658691406,57.56624869949986,55.47150182733466,57.353626343450244,3574700
2021-04-19,56.14087677001953,56.77874985933133,55.13287771248789,55.676248637100485,2914900
2021-04-20,53.99888229370117,55.59750655544057,52.998759797747375,55.30613536000275,3980900
2021-04-21,54.30599594116211,54.87299686761571,52.99087246395034,53.187747451849624,3513700
2021-04-22,53.82561492919922,54.487117944436434,52.86486412620421,54.44774054766561,2775800
2021-04-23,54.3847541809082,55.03838069621925,53.7705050732757,54.05400558574438,2181700
2021-04-26,54.99113082885742,55.4321289414305,54.17213004254408,54.25875553010646,2601700
2021-04-27,56.448001861572266,56.72362566785883,54.92812657759391,55.156502305130886,2808800
2021-04-28,59.0467643737793,59.40901372476575,56.873262259711204,56.873262259711204,4677600
2021-04-29,59.79487991333008,60.67688214519241,59.007379851786496,60.16500590355935,2863400
2021-04-30,57.99150466918945,60.03113297455239,57.897002497863994,58.6136304454141,2467600
2021-05-03,59.826385498046875,59.86575689943403,58.393135509902756,58.76326153020714,3324600
2021-05-04,59.07038116455078,60.39338150526618,58.842005426243816,59.9681307520203,4649200
2021-05-05,60.40913772583008,61.5510165848962,59.4562632347022,60.235886725961464,7966700
2021-05-06,60.621761322021484,60.80288298338735,58.80263197605941,60.424886293837424,4740500
2021-05-07,65.44123840332031,65.58298862112984,60.47999279628106,60.89736676867935,7297400
2021-05-10,66.5831298828125,68.19750133804271,65.89800269436503,66.71700344584238,5567800
2021-05-11,64.68524932861328,65.34675245089979,63.37800245670497,65.17350149010694,4977900
2021-05-12,64.07099914550781,66.30749621499142,63.842623429289034,65.5514969517231,4693900
2021-05-13,62.669246673583984,64.07887228730631,61.48799676346282,63.559119442942084,3427200
2021-05-14,65.04749298095703,65.37824150942153,63.425245048647476,63.433121730224535,4042600
2021-05-17,67.0162353515625,67.03985938551862,64.44898418439996,64.44898418439996,3833000
2021-05-18,65.33888244628906,67.57537978435376,65.22075623293522,67.33913336579485,3345800
2021-05-19,63.42524337768555,64.61436992229152,62.078619254573724,63.440990732277136,4041300
2021-05-20,63.40951156616211,63.83476238243643,61.98413816935064,63.47251302223598,3306500
2021-05-21,63.05513000488281,64.75613303029101,62.9921285576865,64.14975461528674,2782900
2021-05-24,63.11024475097656,63.740247106635245,62.086492425068144,63.70086970635117,4270800
2021-05-25,61.960506439208984,63.68513353435795,61.87388094989062,63.19688132257706,4786200
2021-05-26,62.685001373291016,62.92913046885991,61.37775444383011,62.15737779357332,3877200
2021-05-27,63.2598762512207,64.07887696972912,62.55900173398577,63.4252505297443,6086000
2021-05-28,63.26774215698242,63.77961831848974,62.92124626968253,63.35436763084432,2062200
2021-06-01,66.61463165283203,67.11863725248327,65.01600738527208,65.03176075209036,4135200
2021-06-02,67.1501235961914,67.74862528952289,65.55937621040702,66.80362767533491,3547500
2021-06-03,68.36286926269531,68.83537404284776,66.70912055660531,67.268244804428,3658200
2021-06-04,68.874755859375,69.22125781508751,67.44938264580105,68.7251289224721,3128600
2021-06-07,68.5361328125,69.29213218830313,68.36288182901718,68.65425902925182,2670200
2021-06-08,68.81962585449219,69.06374893662091,66.41774840463498,67.07137485927132,3018800
2021-06-09,67.57537841796875,69.25275739574919,67.5360070197461,68.90625544575724,3154800
2021-06-10,67.8588638305664,68.9219874765394,66.81148753875084,68.80386729999033,3122100
2021-06-11,67.28400421142578,69.06374994610118,67.09499987912967,68.46525425160868,3977200
2021-06-14,66.8272476196289,68.7802441714538,66.20512192528571,67.75649782017157,3574100
2021-06-15,67.41000366210938,67.96125730677213,66.52800744368679,66.96112887004827,4392200
2021-06-16,66.7091293334961,67.76438253768848,65.88225787573391,67.31550774400368,3806800
2021-06-17,64.12612915039062,67.30763006535913,62.77950478925854,66.67762762368572,4582200
2021-06-18,62.45661163330078,64.02374067201823,62.0549910327575,62.85036156115293,9421200
2021-06-21,66.92964172363281,67.00051986736165,63.47251625356159,63.590642487676405,4966500
2021-06-22,66.89813995361328,67.3706448827243,65.67751824180915,66.89026927743791,3187400
2021-06-23,67.48873901367188,69.1188635660303,67.41786690659636,67.63048923597032,2601300
2021-06-24,67.7958755493164,67.8273762718894,66.44138052756837,67.10287767715589,2754800
2021-06-25,69.02438354492188,69.06375494422156,67.38638192870435,68.27625486044185,4754600
2021-06-28,65.33888244628906,68.52038348303576,64.9608797651865,68.52038348303576,4471800
2021-06-29,64.81912231445312,66.5358725345724,64.55137520151571,65.74050186980085,2944600
2021-06-30,65.7090072631836,66.47288328657223,65.1026288493365,65.47275484072263,5392400
2021-07-01,67.71713256835938,68.02425712966291,66.62250789947774,67.63838375923137,4409600
2021-07-02,67.54387664794922,67.96912739594616,66.45712874183388,67.41000308139887,2884000
2021-07-06,65.92949676513672,67.72499568955618,65.45699799683915,67.54386805749908,3776900
2021-07-07,63.858367919921875,66.31536992140434,63.503995346467164,65.69324424130676,4430300
2021-07-08,62.913387298583984,64.28363589463324,62.6535108038412,63.08663829507918,6314800
2021-07-09,65.03964233398438,65.18139261837409,62.842521938169014,64.09464444348637,6362100
2021-07-12,65.5987548828125,66.04762965945349,63.716630292322336,64.10250362462638,3387600
2021-07-13,65.14986419677734,65.80348449567873,64.67735948778287,65.13411083546582,3512800
2021-07-14,62.732269287109375,66.40989380677699,62.38576727389881,65.81139196799957,3745600
2021-07-15,61.08311080932617,63.04732435804051,60.73035169364743,61.52405358728021,6226800
2021-07-16,59.25518798828125,62.005084493915454,59.014669298683614,61.8287110537408,3652400
2021-07-19,56.393043518066406,58.07666225206353,55.65546177966749,57.32304267081319,6348300
2021-07-20,57.32304382324219,58.09269514617224,55.55926030610812,56.12046248429306,7228100
2021-07-21,59.47966003417969,60.01681142925969,58.06061098551346,58.685952145952086,8755800
2021-07-22,59.086830139160156,59.760278901526526,58.46950771391583,59.60794996738449,3059200
