Date,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
2021-03-24,291.4537048339844,298.80545821415905,291.2674800090867,295.68385815919993,3332200
2021-03-25,293.1387023925781,293.8836559290498,285.48545906924005,290.3008911241844,2804700
2021-03-26,290.33636474609375,297.48414044578146,286.16829486797894,296.65052647015847,3082600
2021-03-29,288.8642272949219,290.6644729247783,281.76078209941863,284.0931257663563,4533200
2021-03-30,294.4335021972656,297.75020467761544,291.63114408207554,292.1277617669311,2717300
2021-03-31,289.9905090332031,295.00104299673825,288.60707023776837,292.85495102130136,2624500
2021-04-01,290.5579833984375,292.34935169308636,287.4718372344017,287.59597807481134,2659000
2021-04-05,286.9220886230469,295.1783903911056,286.48752790750706,295.1783903911056,3235000
2021-04-06,290.043701171875,291.3562061173101,287.33003082363126,287.7645644938357,1801700
2021-04-07,289.5914611816406,291.9415590867795,286.7536494901861,290.61132724476255,2157300
2021-04-08,293.66192626953125,293.9722919763844,286.4165866104641,287.5871968549901,2402800
2021-04-09,293.3692626953125,296.99635745946324,291.57789395807055,296.19822394539034,2347100
2021-04-12,294.28265380859375,296.6238740515107,292.5976994563516,295.018730335237,2318800
2021-04-13,290.593505859375,292.69526735036277,287.4896322838096,292.21640348451757,3575900
2021-04-14,297.39544677734375,305.4832504842742,289.2366822302439,291.36504735359966,9876800
2021-04-15,300.2332763671875,302.71639171669295,296.67714211459446,300.54366916882975,4354800
2021-04-16,303.56768798828125,304.8358354964556,300.29531640171354,301.77631934869856,4231900
2021-04-19,304.2594299316406,305.4477668876257,298.50396999386925,301.5191561425688,3228200
2021-04-20,294.3182373046875,301.9360285045954,292.07458065122745,301.4926178848315,3662300
2021-04-21,297.3243713378906,297.5017463063166,290.4869912039111,292.6508359133296,2733300
2021-04-22,293.40472412109375,298.832064141813,292.9081065416572,296.7480294440196,2165200
2021-04-23,300.94281005859375,302.11342065621704,293.28953799865235,293.7595521996262,2163800
2021-04-26,304.6407775878906,306.751416157264,302.30846080492364,303.2396121438201,2171500
2021-04-27,307.3988037109375,308.2146639712521,304.76494394864477,305.06645987646823,2088600
2021-04-28,308.71124267578125,310.4937615308778,306.9198740140283,308.61370535715855,2140900
2021-04-29,313.021240234375,313.78389337883067,308.1526011259649,310.8751212953335,2584400
2021-04-30,309.0128173828125,312.8882211876742,307.9042910283952,311.38061452021407,2101100
2021-05-03,310.5292663574219,313.9878630869397,309.7311328142456,310.68888765333094,1871700
2021-05-04,310.2454833984375,311.9659184588327,303.79830388935267,309.4118694180963,2831400
2021-05-05,317.1449890136719,318.49297454054624,309.1015143409241,312.1610582658588,2786800
2021-05-06,324.5499267578125,324.8425658197647,316.1517296588047,319.05162498177145,3048700
2021-05-07,328.9130859375,329.5870515603289,320.08032842544634,321.29526898441657,3378100
2021-05-10,326.9532165527344,334.3138483689185,326.79359524029076,331.22770101017255,3396300
