Date,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
2021-03-24,34.11610794067383,34.39862863395141,33.861150882987474,33.89560411317001,9286000
2021-03-25,34.58469009399414,34.72250568662383,33.819818680696244,33.819818680696244,7820600
2021-03-26,36.17644882202149,36.2384656965752,35.02569447360777,35.142835998535155,15411700
2021-03-29,36.03862762451172,36.231570442218334,35.618291388032254,35.82501602333312,9027400
2021-03-30,35.321990966796875,36.2315725814313,35.23930268496214,36.03862975233281,8576100
2021-03-31,35.25308609008789,35.397791246965035,35.11527052841829,35.26686790911617,8398200
2021-04-01,35.14283752441406,35.2530894585618,34.63981291057665,35.14283752441406,8271900
2021-04-05,35.36334228515625,35.74233315406517,35.32888904773063,35.39779552258187,6937500
2021-04-06,35.404685974121094,35.680314488335775,35.24619898700964,35.259978178398995,7169300
2021-04-07,35.2324104309082,35.521820709793154,35.04635983936235,35.41846102245405,6101600
2021-04-08,35.473594665527344,35.57695700770984,35.10149338800666,35.2944362515064,6511200
2021-04-09,35.48048400878906,35.638970992947726,35.38401127056726,35.41846713423886,5654700
2021-04-12,35.659645080566406,35.77678661426565,35.425359384554376,35.638973663705016,5849400
2021-04-13,35.259979248046875,35.44602988080785,35.15661953781087,35.30132470930936,7096700
2021-04-14,35.384002685546875,35.57005326405709,35.17039110284503,35.17039110284503,6025200
2021-04-15,35.56317138671875,35.81123887855846,35.47359087497368,35.55627916271583,9045200
2021-04-16,36.04552459716797,36.0937596507971,35.645859720111424,35.783675285600346,16476700
2021-04-19,33.81980895996094,36.2108978960747,33.26165715311494,36.045521335343835,27946000
2021-04-20,32.5174560546875,32.79308717183302,31.118634312414887,31.656112099374187,43950300
2021-04-21,32.78620529174805,33.254774095373975,32.510574109743374,32.510574109743374,14682000
2021-04-22,32.0419921875,32.896446469089675,31.86283381788,32.78619455810516,18769900
2021-04-23,32.65528106689453,32.73796937453102,32.007551171283225,32.028222591038876,9045100
2021-04-26,32.53813171386719,32.731071928288216,32.40031614844647,32.62770959706936,7806200
2021-04-27,32.49678421020508,32.675942593945905,32.35896865345892,32.49678421020508,5957100
2021-04-28,32.51057052612305,32.97224968218444,32.31073807262776,32.73107439597528,8851400
2021-04-29,32.110897064208984,32.42787359271008,31.47694926443235,31.74568811992952,11543200
2021-04-30,32.903343200683594,32.92401461703557,32.26939523216405,32.55191597963271,11634900
2021-05-03,33.33057403564453,33.509735099163656,32.90334805347516,33.12385195579573,7771300
2021-05-04,32.97224807739258,33.51661812961363,32.81376109293835,33.2409896200202,9725900
2021-05-05,33.3167839050293,33.323676128853414,32.79308792476449,32.95846712457155,6308100
2021-05-06,34.102325439453125,34.129886443754636,33.440811392575334,33.440811392575334,8075800
2021-05-07,34.41930389404297,34.50888439858078,33.888715718877535,33.9645144051316,6802100
2021-05-10,34.92232894897461,35.2393028883481,34.55022773565106,34.5915731911136,8262300
2021-05-11,34.75006866455078,35.02569984452502,34.3710777635465,34.92233749488125,7333700
2021-05-12,34.005859375,34.94989427234783,33.943842503120315,34.94989427234783,6783500
2021-05-13,34.53644561767578,34.75005985946019,33.85426269444471,33.88182370256763,7385100
2021-05-14,34.64669418334961,34.977449906336176,34.612240955070085,34.708711045697896,6545400
2021-05-17,34.59846115112305,34.83963902033816,34.47442741920966,34.62602478679557,5211700
2021-05-18,34.446868896484375,34.577792232451685,34.37795980233329,34.53644677596104,5281600
2021-05-19,34.06787109375,34.240139864179056,33.72333355289189,34.12988795624897,6314100
2021-05-20,34.474430084228516,34.60535604948764,33.97829774683485,34.0403146175857,5165800
2021-05-21,34.453758239746094,34.73627895216749,34.32972449979396,34.584681574756395,5828000
2021-05-24,34.67426681518555,34.87409927112011,34.41930970542178,34.536451237692276,5551700
2021-05-25,34.185020446777344,34.70182683701418,34.09543993645792,34.64669956032123,7174800
2021-05-26,34.05409240722656,34.260817053635606,33.943840489161175,34.205689780296375,7160900
2021-05-27,33.90249252319336,34.38484557733519,33.792240621842026,34.081650877159525,8097500
2021-05-28,33.916282653808594,34.25392803445071,33.881826790441856,33.97140730369139,7507100
2021-06-01,34.01275634765625,34.35040176388767,33.93695764604123,34.164353750886285,5576100
2021-06-02,34.11610794067383,34.27459753101686,33.93694956655684,34.10921834608251,5552300
2021-06-03,34.30215835571289,34.39173885660183,33.96451302166009,34.08165452938083,4655300
2021-06-04,34.29527282714844,34.50888708425153,34.15745726219848,34.41930657274207,6496300
2021-06-07,34.791404724121094,34.812076137015744,34.453756751367955,34.453756751367955,6384900
2021-06-08,34.37106704711914,34.83274610672499,34.27459695279033,34.83274610672499,7106400
2021-06-09,34.384849548339844,34.701823472754725,34.30905086454216,34.43997419107536,6384300
2021-06-10,34.55022048950195,34.818959322113635,34.51576726481552,34.61223734538254,6029600
2021-06-11,34.28837203979492,34.70181863138835,33.99207219777999,34.626019958165585,14453600
2021-06-14,33.713401794433594,34.32343969864213,33.257624719258935,34.225272987027225,14503800
2021-06-15,33.587181091308594,33.965823676623806,33.482000960762136,33.79753867755967,6940800
2021-06-16,33.215553283691406,33.664316938066094,33.089338171543226,33.594198620135934,8258700
2021-06-17,32.864952087402344,33.34176407712522,32.787820342764526,33.12439571479175,7811100
2021-06-18,32.472286224365234,32.6966680290273,32.21284258941552,32.61953628214182,24095400
2021-06-21,33.15945816040039,33.29268403037117,32.76678863728957,32.78081283541949,8149600
2021-06-22,33.12439727783203,33.33475488914367,33.054276290833386,33.08933544691163,5024200
2021-06-23,32.97013854980469,33.25762795097385,32.928065951520466,33.12440206867095,4864700
2021-06-24,33.257625579833984,33.34176809556085,32.93507704051237,32.963122762526424,4425900
2021-06-25,33.39085006713867,33.40487426498496,33.166468251282495,33.222565042667654,9929500
2021-06-28,33.082332611083984,33.44695380630188,33.03324924584723,33.42591616774127,4877200
2021-06-29,32.801849365234375,33.13842211193538,32.717706847269724,33.08232799157308,4945500
2021-06-30,33.432926177978516,33.51005793682662,32.8439231806796,32.8509339429192,7965700
2021-07-01,33.53810119628906,33.797542156879054,33.425907618907324,33.425907618907324,5888200
2021-07-02,33.3277473449707,33.55914263071094,33.23659405802088,33.53810766831369,5514500
2021-07-06,32.7247200012207,33.264639657739885,32.48631662870215,33.264639657739885,7767200
2021-07-07,32.808868408203125,33.06129868007298,32.63356990549827,32.66862907107066,5300400
2021-07-08,32.55643081665039,32.836909427855126,32.34607319566798,32.46527486678251,6788700
2021-07-09,33.23658752441406,33.59419518908234,32.95610893165463,33.13140738341875,10042400
2021-07-12,33.29969787597656,33.44694794588637,32.75977827813161,32.96312246640797,7416200
2021-07-13,32.84391784667969,33.33475404385519,32.78782105850325,33.271646494577745,6525600
2021-07-14,33.348777770996094,33.411885319384325,32.78080983550201,32.99116743851543,5734500
2021-07-15,33.29969787597656,33.383840390947555,33.15244513122443,33.17348276609892,4831400
2021-07-16,33.173484802246094,33.65029687441836,33.07531540810505,33.45396076097875,10172000
2021-07-19,32.808868408203125,32.97715347288778,32.39516383482595,32.801854970182916,9741800
2021-07-20,33.103355407714844,33.25761888452694,32.563435913714315,32.82287952014226,6723000
2021-07-21,33.187503814697266,33.474993165502376,33.09634787180528,33.30670547668964,5606100
2021-07-22,32.949100494384766,33.173482314480914,32.83690958433669,33.096350562289935,5732500
2021-07-23,33.29969787597656,33.33475703431095,33.01921925961685,33.110375211160104,4440400
2021-07-26,33.38383865356445,33.510053756873525,33.20152675996593,33.30670690433755,4249600
2021-07-27,33.51005172729492,33.650291019682584,33.1804897914102,33.327739844738346,5008300
2021-07-28,33.39085006713867,33.62925608084114,33.29268335705687,33.524078609257316,5425000
2021-07-29,34.07802200317383,34.365511391241355,33.36981735080733,33.418900709147465,8281800
2021-07-30,33.68535614013672,34.12710637836024,33.42591246707434,34.000893935183875,7104800
